Winery,Wine name,Wine type,Grapes,Vintage,Region,Country,Tasting notes,Price,Tasting summary,Aromas,url
Cafaggio,Basilica del Cortaccio Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,1999,Basilicata,Italy,"Light - Bold: 75.0905325%, Smooth - Tannic: 43.4039%, Dry - Sweet: 20.093487500000002%, Soft - Acidic: 32.107567499999995%",48.3,The taste profile of Cafaggio Basilica del Cortaccio Cabernet Sauvignon is based on 379 user reviews,"{'Oak': ['oak', 'tobacco', 'vanilla', 'cedar', 'chocolate', 'coffee', 'cigar', 'cola', 'butter', 'mocha', 'clove', 'baking spice', 'dark chocolate'], 'Black Fruit': ['plum', 'blackberry', 'black fruit', 'black cherry', 'dark fruit', 'blackcurrant', 'blueberry', 'cassis', 'bramble'], 'Red Fruit': ['cherry', 'red fruit', 'red cherry', 'cherry cola', 'sour cherry', 'strawberry', 'pomegranate', 'raspberry', 'red plum', 'dried strawberry'], 'Earth': ['leather', 'earthy', 'smoke', 'stone', 'mushroom', 'forest floor', 'pencil lead', 'flint', 'tar', 'minerals', 'dried leaves', 'chalk', 'slate'], 'Spices': ['eucalyptus', 'licorice', 'dried herbs', 'savory', 'oregano', 'pepper', 'thyme', 'menthol', 'star anise', 'cinnamon', 'mint', 'dried rosemary', 'red licorice', 'rosemary'], 'Floral': ['violet', 'perfume', 'orange blossom'], 'Microbio': ['cheese', 'sweaty', 'cream'], 'Vegetal': ['rhubarb', 'grass', 'bell pepper'], 'Non Oak': ['toast', 'dried fig'], 'Dried Fruit': ['prune', 'raisin'], 'Tree Fruit': ['stone fruit'], 'Citrus Fruit': ['lime']}",https://www.vivino.com/FR/en/cafaggio-basilica-del-cortaccio-cabernet-sauvignon/w/2392780?price_id=34249974&year=1999
Seven Hills,Seven Hills Vineyard Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2018,Walla Walla Valley,United States,"Light - Bold: 68.61854%, Smooth - Tannic: 63.939825%, Dry - Sweet: 6.385589999999997%, Soft - Acidic: 65.20894%",45,The taste profile of Seven Hills Seven Hills Vineyard Cabernet Sauvignon is based on 228 user reviews,"{'Black Fruit': ['blackberry', 'black cherry', 'blackcurrant', 'dark fruit', 'plum', 'blueberry', 'cassis', 'black fruit', 'black raspberry', 'black plum', 'marionberry', 'ripe blackberry', 'bramble'], 'Oak': ['oak', 'vanilla', 'chocolate', 'tobacco', 'baking spice', 'cedar', 'dark chocolate', 'butter', 'mocha', 'coffee', 'espresso', 'incense', 'sandalwood', 'cola', 'pipe tobacco'], 'Red Fruit': ['cherry', 'raspberry', 'strawberry', 'red fruit', 'red cherry', 'fruit punch', 'cranberry'], 'Earth': ['smoke', 'cocoa', 'minerals', 'mushroom', 'earthy', 'leather', 'graphite', 'truffle', 'game', 'chalk', 'pencil shavings'], 'Spices': ['pepper', 'licorice', 'anise', 'mint', 'savory', 'bay leaf', 'juniper', 'eucalyptus', 'white pepper'], 'Tree Fruit': ['apple'], 'Microbio': ['banana', 'cheese'], 'Dried Fruit': ['fig', 'prune'], 'Non Oak': ['toast'], 'Floral': ['violet'], 'Tropical Fruit': ['bubblegum'], 'Citrus Fruit': ['citrus']}",https://www.vivino.com/FR/en/seven-hills-winery-seven-hills-vineyard-cabernet-sauvignon/w/1561510?price_id=34078431&year=2018
Belguardo,Tenuta Belguardo,Red wine,100% Cabernet Sauvignon,2019,Maremma Toscana,Italy,"Light - Bold: 55.79587%, Smooth - Tannic: 46.6812175%, Dry - Sweet: 9.226297499999998%, Soft - Acidic: 47.931889999999996%",48.9,The taste profile of Belguardo Tenuta Belguardo is based on 860 user reviews,"{'Oak': ['oak', 'tobacco', 'vanilla', 'cedar', 'chocolate', 'dark chocolate', 'coffee', 'clove', 'cola', 'cigar box', 'espresso', 'cigar', 'mocha', 'baking spice', 'caramel', 'sandalwood'], 'Black Fruit': ['plum', 'blackcurrant', 'blackberry', 'cassis', 'dark fruit', 'black fruit', 'black cherry', 'blueberry', 'jam', 'bramble', 'black olive', 'black plum', 'ripe blackberry', 'boysenberry'], 'Earth': ['leather', 'earthy', 'smoke', 'graphite', 'minerals', 'game', 'mushroom', 'forest floor', 'balsamic', 'tar', 'pencil shavings', 'cocoa', 'charcoal', 'salt', 'iron', 'rubber', 'saline', 'cured meat', 'grilled meat', 'truffle', 'underbrush'], 'Red Fruit': ['cherry', 'red fruit', 'strawberry', 'red cherry', 'red currant', 'raspberry', 'sour cherry', 'cranberry', 'morello cherry', 'ripe strawberry'], 'Spices': ['pepper', 'licorice', 'mint', 'cinnamon', 'savory', 'sage', 'white pepper', 'rosemary', 'menthol', 'anise', 'jalapeno', 'eucalyptus', 'musk', 'black licorice', 'thyme', 'dried herbs'], 'Floral': ['lavender', 'violet', 'potpourri', 'perfume', 'hibiscus'], 'Dried Fruit': ['raisin', 'prune', 'dried fruit', 'dried cranberry'], 'Vegetal': ['bell pepper', 'green bell pepper', 'tomato', 'bitter almond', 'grass'], 'Non Oak': ['toast', 'walnut', 'hazelnut', 'dried fig', 'biscuit', 'almond'], 'Microbio': ['cream', 'cheese', 'parmesan cheese'], 'Citrus Fruit': ['marmalade', 'orange', 'blood orange'], 'Tropical Fruit': ['mango']}",https://www.vivino.com/FR/en/belguardo-maremma-toscana-tenuta-belguardo/w/1713340?price_id=37308504&year=2019
Drei Donà - Tenuta La Palazza,Magnificat Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,1997,Emilia-Romagna,Italy,"Light - Bold: 65.708015%, Smooth - Tannic: 49.984745000000004%, Dry - Sweet: 21.4360175%, Soft - Acidic: 33.278925%",45.75,The taste profile of Drei Donà - Tenuta La Palazza Magnificat Cabernet Sauvignon is based on 95 user reviews,"{'Earth': ['leather', 'earthy', 'smoke', 'graphite'], 'Oak': ['oak', 'chocolate', 'tobacco', 'butter', 'coffee', 'vanilla'], 'Black Fruit': ['blackberry', 'cassis', 'black fruit', 'plum', 'dark fruit'], 'Spices': ['cinnamon', 'rosemary', 'mint'], 'Dried Fruit': ['dried fruit', 'raisin'], 'Red Fruit': ['cherry', 'cranberry'], 'Vegetal': [""cat's pee""]}",https://www.vivino.com/FR/en/drei-dono-magnificat-cabernet-sauvignon/w/88394?price_id=34158414&year=1997
Terre Rosse,Il Rosso di Enrico Vallania,Red wine,100% Cabernet Sauvignon,1994,Emilia-Romagna,Italy,"Light - Bold: 61.351304999999996%, Smooth - Tannic: 42.0297375%, Dry - Sweet: 14.713749999999997%, Soft - Acidic: 26.657067500000004%",47.15,The taste profile of Terre Rosse Il Rosso di Enrico Vallania is based on 22 user reviews,"{'Black Fruit': ['blackcurrant'], 'Tree Fruit': ['green apple'], 'Citrus Fruit': ['lemon'], 'Spices': ['pepper'], 'Vegetal': ['grass'], 'Microbio': ['cream'], 'Non Oak': ['nutty'], 'Oak': ['butter']}",https://www.vivino.com/FR/en/terre-rosse-il-rosso-di-enrico-vallania-emilia-romagna/w/2566228?price_id=34250502&year=1994
Cafaggio,Basilica del Cortaccio Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2001,Basilicata,Italy,"Light - Bold: 75.0905325%, Smooth - Tannic: 43.4039%, Dry - Sweet: 20.093487500000002%, Soft - Acidic: 32.107567499999995%",49.45,The taste profile of Cafaggio Basilica del Cortaccio Cabernet Sauvignon is based on 379 user reviews,"{'Oak': ['oak', 'tobacco', 'vanilla', 'cedar', 'chocolate', 'coffee', 'cigar', 'cola', 'butter', 'mocha', 'clove', 'baking spice', 'dark chocolate'], 'Black Fruit': ['plum', 'blackberry', 'black fruit', 'black cherry', 'dark fruit', 'blackcurrant', 'blueberry', 'cassis', 'bramble'], 'Red Fruit': ['cherry', 'red fruit', 'red cherry', 'cherry cola', 'sour cherry', 'strawberry', 'pomegranate', 'raspberry', 'red plum', 'dried strawberry'], 'Earth': ['leather', 'earthy', 'smoke', 'stone', 'mushroom', 'forest floor', 'pencil lead', 'flint', 'tar', 'minerals', 'dried leaves', 'chalk', 'slate'], 'Spices': ['eucalyptus', 'licorice', 'dried herbs', 'savory', 'oregano', 'pepper', 'thyme', 'menthol', 'star anise', 'cinnamon', 'mint', 'dried rosemary', 'red licorice', 'rosemary'], 'Floral': ['violet', 'perfume', 'orange blossom'], 'Microbio': ['cheese', 'sweaty', 'cream'], 'Vegetal': ['rhubarb', 'grass', 'bell pepper'], 'Non Oak': ['toast', 'dried fig'], 'Dried Fruit': ['prune', 'raisin'], 'Tree Fruit': ['stone fruit'], 'Citrus Fruit': ['lime']}",https://www.vivino.com/FR/en/cafaggio-basilica-del-cortaccio-cabernet-sauvignon/w/2392780?price_id=34249976&year=2001
Ad Fines,Caivs,Red wine,100% Cabernet Sauvignon,2011,Vaucluse,France,"Light - Bold: 51.65145750000001%, Smooth - Tannic: 33.0456175%, Dry - Sweet: 17.706207499999998%, Soft - Acidic: 43.5073%",45,The taste profile of Ad Fines Caivs is based on 43 user reviews,"{'Black Fruit': ['blackberry', 'cassis', 'jam', 'blueberry', 'black fruit', 'blackcurrant'], 'Spices': ['licorice', 'musk', 'rosemary', 'thyme', 'cinnamon', 'pepper', 'pink peppercorn', 'white pepper'], 'Red Fruit': ['raspberry', 'cherry', 'red fruit', 'cherry syrup', 'strawberry'], 'Earth': ['mushroom', 'leather', 'smoke', 'truffle', 'forest floor'], 'Floral': ['lavender', 'dried flowers', 'violet'], 'Oak': ['cigar box', 'oak'], 'Microbio': ['cheese']}",https://www.vivino.com/FR/en/ad-fines-caivs/w/1521407?price_id=32331144&year=2011
Château Musar,Rouge (Gaston Hochar),Red wine,100% Cabernet Sauvignon,2018,Bekaa Valley,Lebanon,"Light - Bold: 64.052075%, Smooth - Tannic: 39.677947499999995%, Dry - Sweet: 21.193%, Soft - Acidic: 45.80711%",50.95,The taste profile of Château Musar Rouge (Gaston Hochar) is based on 27288 user reviews,"{'Earth': ['leather', 'earthy', 'smoke', 'mushroom', 'forest floor', 'minerals', 'balsamic', 'game', 'honey', 'tar', 'cocoa', 'truffle', 'graphite', 'iron', 'stone', 'exotic spice', 'pencil shavings', 'tobacco leaf', 'cured meat', 'ash', 'petroleum', 'wax', 'charcoal', 'new leather', 'salt', 'rubber', 'dried leaves', 'chalk', 'saline', 'ginger', 'grilled meat', 'bacon fat', 'pencil lead', 'beeswax', 'underbrush', 'potting soil', 'plastic', 'tree bark', 'slate', 'black truffle', 'flint', 'smoked meats', 'petrichor', 'forest mushroom', 'crushed rocks', 'kerosene', 'volcanic rock', 'oolong tea', 'barbecue meat', 'clay pot', 'roasted meat', 'seashell', 'chutney', 'beef broth', 'honeycomb', 'lanolin', 'quinine'], 'Oak': ['tobacco', 'oak', 'vanilla', 'cedar', 'chocolate', 'cigar box', 'clove', 'coffee', 'cigar', 'dark chocolate', 'caramel', 'nutmeg', 'baking spice', 'mocha', 'sandalwood', 'sweet tobacco', 'butter', 'cola', 'toffee', 'incense', 'milk chocolate', 'allspice', 'pipe tobacco', 'espresso', 'fudge', 'coconut', 'camphor', 'butterscotch', 'dill', 'wood smoke', 'baking chocolate', 'brown butter', 'creme brulee', 'cocoa nib', 'wood burner', 'pastry', 'pie crust'], 'Black Fruit': ['plum', 'blackcurrant', 'blackberry', 'black fruit', 'dark fruit', 'black cherry', 'cassis', 'blueberry', 'jam', 'black plum', 'bramble', 'black olive', 'mulberry', 'ripe blackberry', 'sour plum', 'boysenberry', 'black raspberry', 'spiced plum', 'berry jam', 'blackberry jam', 'olive tapenade', 'blackcurrant jam', 'kalamata olive', 'bilberry', 'plum sauce', 'roasted plum', 'blackberry sauce', 'acai berry', 'hoisin'], 'Red Fruit': ['cherry', 'red fruit', 'raspberry', 'strawberry', 'red cherry', 'cranberry', 'red currant', 'sour cherry', 'red plum', 'pomegranate', 'wild strawberry', 'morello cherry', 'ripe strawberry', 'dried strawberry', 'bing cherry', 'cherry cola', 'red-berry jam', 'watermelon', 'fresh strawberry', 'cherry syrup', 'cherry cough syrup', 'maraschino cherry', 'huckleberry'], 'Spices': ['pepper', 'cinnamon', 'licorice', 'mint', 'anise', 'eucalyptus', 'savory', 'menthol', 'dried herbs', 'white pepper', 'musk', 'thyme', 'rosemary', 'aniseed', 'star anise', 'sage', 'juniper', 'bay leaf', 'gingerbread', 'oregano', 'black licorice', 'red licorice', 'vanilla bean', 'fennel', 'marjoram', 'coriander', 'green herbs', 'rooibos', 'jalapeno', 'mace', 'juniper berry', 'aleppo pepper', 'green cardamom', 'cracked pepper', 'lemon grass', 'chili pepper', '5-spice powder', 'pink peppercorn', 'tarragon', 'bergamot', 'fennel seed', 'curry spice'], 'Dried Fruit': ['raisin', 'prune', 'fig', 'dried fruit', 'dried cranberry', 'fruitcake', 'dried apricot', 'dried blackberry', 'dried blueberry', 'golden raisin', 'quince paste', 'black raisin'], 'Floral': ['violet', 'perfume', 'potpourri', 'lavender', 'rose petal', 'dried rose', 'dried flowers', 'hibiscus', 'rose hip', 'jasmine', 'acacia', 'honeysuckle', 'geranium', 'orange blossom', 'lilac', 'chamomile', 'peony', 'lily', 'elderflower', 'rose water', 'apple blossom'], 'Non Oak': ['dried fig', 'toast', 'almond', 'nutty', 'hazelnut', 'marzipan', 'molasses', 'walnut', 'chestnut', 'brown sugar', 'burnt caramel', 'biscuit', 'teriyaki', 'brioche', 'toasted nuts', 'peanut', 'maple syrup', 'toasted almond', 'carob', 'peanut shell', 'roasted almond', 'black walnut', 'burnt sugar', 'roasted hazelnut', 'sassafras', 'pecan'], 'Citrus Fruit': ['orange', 'orange peel', 'citrus', 'lemon', 'marmalade', 'orange zest', 'lime', 'grapefruit', 'tangerine', 'blood orange', 'lemon zest', 'lemon peel', 'orange rind', 'preserved lemon', 'pink grapefruit'], 'Microbio': ['cheese', 'cream', 'oil', 'banana', 'toasted bread', 'yeast', 'sweaty', 'yogurt', 'sweaty saddle', 'campfire', 'bread yeast', 'parmesan cheese'], 'Vegetal': ['tomato', 'hay', 'grass', 'bell pepper', 'rhubarb', 'straw', 'asparagus', 'gooseberry', 'tomato leaf', 'celery', 'green bell pepper', 'earl grey tea', 'fresh-cut grass', 'red beet', 'sun-dried tomato', 'bitter almond', 'chervil', 'arugula', 'red bell pepper'], 'Tree Fruit': ['apple', 'apricot', 'peach', 'pear', 'stone fruit', 'baked apple', 'melon', 'green apple', 'quince', 'yellow apple', 'nectarine', 'cantaloupe', 'white peach', 'bruised apple', 'green fig'], 'Tropical Fruit': ['tropical', 'mango', 'bubblegum', 'pineapple', 'kiwi', 'tamarind', 'green mango', 'lychee']}",https://www.vivino.com/FR/en/chateau-musar-rouge-gaston-hochar/w/75190?price_id=37541650&year=2018
Kanonkop,Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2017,Stellenbosch,South Africa,"Light - Bold: 74.9831125%, Smooth - Tannic: 62.1868125%, Dry - Sweet: 6.8793275000000005%, Soft - Acidic: 59.8126575%",48,The taste profile of Kanonkop Cabernet Sauvignon is based on 2950 user reviews,"{'Oak': ['oak', 'vanilla', 'chocolate', 'tobacco', 'cedar', 'cigar box', 'coffee', 'mocha', 'cigar', 'dark chocolate', 'clove', 'baking spice', 'espresso', 'caramel', 'sweet tobacco', 'butter', 'milk chocolate', 'toffee', 'nutmeg', 'sandalwood', 'coconut', 'allspice', 'butterscotch', 'hickory', 'brown bread', 'cola'], 'Black Fruit': ['blackcurrant', 'cassis', 'blackberry', 'plum', 'black fruit', 'dark fruit', 'blueberry', 'black cherry', 'bramble', 'black plum', 'mulberry', 'ripe blackberry', 'jam', 'black olive', 'blackcurrant jam', 'blackberry jam', 'boysenberry', 'berry jam', 'bilberry', 'black raspberry'], 'Earth': ['leather', 'smoke', 'earthy', 'pencil shavings', 'graphite', 'forest floor', 'minerals', 'mushroom', 'cocoa', 'tobacco leaf', 'game', 'honey', 'cured meat', 'salt', 'stone', 'balsamic', 'iron', 'charcoal', 'pencil lead', 'flint', 'ash', 'tar', 'slate', 'beef broth', 'saline', 'beeswax', 'barbecue meat', 'underbrush', 'ginger', 'chalk', 'rubber', 'dried leaves', 'grilled meat', 'tree bark', 'potting soil'], 'Spices': ['pepper', 'mint', 'licorice', 'eucalyptus', 'thyme', 'savory', 'menthol', 'cinnamon', 'dried herbs', 'bay leaf', 'sage', 'anise', 'rosemary', 'aniseed', 'juniper berry', 'fennel', 'white pepper', 'star anise', 'green peppercorn', 'juniper', 'green herbs', 'gingerbread'], 'Red Fruit': ['cherry', 'red fruit', 'raspberry', 'strawberry', 'red currant', 'cranberry', 'red cherry', 'sour cherry', 'morello cherry', 'red plum', 'fruit punch', 'roasted tomato'], 'Vegetal': ['bell pepper', 'green bell pepper', 'tomato', 'celery', 'grass', 'tomato leaf', 'red bell pepper', 'gooseberry', 'hay'], 'Floral': ['violet', 'perfume', 'orange blossom', 'chamomile', 'rose hip', 'lilac'], 'Dried Fruit': ['prune', 'fig', 'raisin', 'black raisin', 'dried fruit', 'dried cranberry', 'dried apricot', 'dried blueberry'], 'Non Oak': ['molasses', 'toast', 'almond', 'dried fig', 'biscuit', 'black walnut', 'hazelnut', 'brown sugar', 'nutty', 'roasted almond'], 'Microbio': ['cream', 'cheese', 'banana'], 'Citrus Fruit': ['grapefruit', 'orange zest', 'orange', 'orange peel', 'blood orange'], 'Tree Fruit': ['pear', 'melon', 'peach', 'apple'], 'Tropical Fruit': ['guava']}",https://www.vivino.com/FR/en/kanonkop-cabernet-sauvignon/w/56144?price_id=36466061&year=2017
Bindi Sergardi,Mocenni Particella 91,Red wine,100% Cabernet Sauvignon,2020,Toscana,Italy,"Light - Bold: 58.87254999999999%, Smooth - Tannic: 46.7519%, Dry - Sweet: 14.903067500000002%, Soft - Acidic: 45.80914249999999%",49.95,The taste profile of Bindi Sergardi Mocenni Particella 91 is based on 116 user reviews,"{'Oak': ['oak', 'tobacco', 'coffee', 'vanilla', 'allspice', 'chocolate', 'cedar', 'clove'], 'Black Fruit': ['blackberry', 'plum', 'blackcurrant', 'black cherry', 'blueberry', 'dark fruit', 'boysenberry', 'cassis', 'black fruit'], 'Earth': ['earthy', 'leather', 'smoke', 'tar', 'truffle', 'cured meat', 'rubber'], 'Red Fruit': ['cherry'], 'Spices': ['licorice', 'anise', 'pepper', 'menthol'], 'Floral': ['perfume', 'violet', 'potpourri', 'iris'], 'Non Oak': ['hazelnut'], 'Vegetal': ['bell pepper']}",https://www.vivino.com/FR/en/bindi-sergardi-mocenni-particella-91/w/2144255?price_id=37112766&year=2020
Erste+Neue,Puntay Cabernet Sauvignon Riserva,Red wine,100% Cabernet Sauvignon,2007,Südtirol - Alto Adige,Italy,"Light - Bold: 70.92564999999999%, Smooth - Tannic: 47.35897%, Dry - Sweet: 12.44359%, Soft - Acidic: 22.402565000000003%",50.6,The taste profile of Erste+Neue Puntay Cabernet Sauvignon Riserva is based on 14 user reviews,"{'Oak': ['chocolate', 'nutmeg', 'sandalwood', 'dark chocolate'], 'Spices': ['marjoram', 'licorice', 'pepper'], 'Red Fruit': ['cherry'], 'Black Fruit': ['blackberry'], 'Floral': ['rose petal'], 'Microbio': ['cream']}",https://www.vivino.com/FR/en/erste-neue-puntay-cabernet-sauvignon-riserva/w/1734357?price_id=29896666&year=2007
Lis Neris,Venezia Giulia 'Lis Neris' Rosso,Red wine,100% Cabernet Sauvignon,2018,Venezia Giulia,Italy,"Light - Bold: 64.37363500000001%, Smooth - Tannic: 47.509275%, Dry - Sweet: 11.717525000000002%, Soft - Acidic: 26.7161525%",48.58,The taste profile of Lis Neris Venezia Giulia 'Lis Neris' Rosso is based on 61 user reviews,"{'Black Fruit': ['blackberry', 'black fruit', 'jam', 'plum', 'blackcurrant', 'blueberry'], 'Oak': ['oak', 'vanilla', 'cedar', 'cigar'], 'Spices': ['pepper'], 'Red Fruit': ['cherry', 'red fruit'], 'Earth': ['leather', 'earthy'], 'Dried Fruit': ['dried fruit', 'fig'], 'Vegetal': ['straw', 'hay'], 'Non Oak': ['almond'], 'Floral': ['perfume']}",https://www.vivino.com/FR/en/lis-neris-venezia-giulia-lis-neris-rosso/w/86237?price_id=35483908&year=2018
Cafaggio,Basilica del Cortaccio Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2000,Basilicata,Italy,"Light - Bold: 75.0905325%, Smooth - Tannic: 43.4039%, Dry - Sweet: 20.093487500000002%, Soft - Acidic: 32.107567499999995%",48.3,The taste profile of Cafaggio Basilica del Cortaccio Cabernet Sauvignon is based on 379 user reviews,"{'Oak': ['oak', 'tobacco', 'vanilla', 'cedar', 'chocolate', 'coffee', 'cigar', 'cola', 'butter', 'mocha', 'clove', 'baking spice', 'dark chocolate'], 'Black Fruit': ['plum', 'blackberry', 'black fruit', 'black cherry', 'dark fruit', 'blackcurrant', 'blueberry', 'cassis', 'bramble'], 'Red Fruit': ['cherry', 'red fruit', 'red cherry', 'cherry cola', 'sour cherry', 'strawberry', 'pomegranate', 'raspberry', 'red plum', 'dried strawberry'], 'Earth': ['leather', 'earthy', 'smoke', 'stone', 'mushroom', 'forest floor', 'pencil lead', 'flint', 'tar', 'minerals', 'dried leaves', 'chalk', 'slate'], 'Spices': ['eucalyptus', 'licorice', 'dried herbs', 'savory', 'oregano', 'pepper', 'thyme', 'menthol', 'star anise', 'cinnamon', 'mint', 'dried rosemary', 'red licorice', 'rosemary'], 'Floral': ['violet', 'perfume', 'orange blossom'], 'Microbio': ['cheese', 'sweaty', 'cream'], 'Vegetal': ['rhubarb', 'grass', 'bell pepper'], 'Non Oak': ['toast', 'dried fig'], 'Dried Fruit': ['prune', 'raisin'], 'Tree Fruit': ['stone fruit'], 'Citrus Fruit': ['lime']}",https://www.vivino.com/FR/en/cafaggio-basilica-del-cortaccio-cabernet-sauvignon/w/2392780?price_id=34249975&year=2000
Kanonkop,Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2018,Stellenbosch,South Africa,"Light - Bold: 74.9831125%, Smooth - Tannic: 62.1868125%, Dry - Sweet: 6.8793275000000005%, Soft - Acidic: 59.8126575%",49,The taste profile of Kanonkop Cabernet Sauvignon is based on 2950 user reviews,"{'Oak': ['oak', 'vanilla', 'chocolate', 'tobacco', 'cedar', 'cigar box', 'coffee', 'mocha', 'cigar', 'dark chocolate', 'clove', 'baking spice', 'espresso', 'caramel', 'sweet tobacco', 'butter', 'milk chocolate', 'toffee', 'nutmeg', 'sandalwood', 'coconut', 'allspice', 'butterscotch', 'hickory', 'brown bread', 'cola'], 'Black Fruit': ['blackcurrant', 'cassis', 'blackberry', 'plum', 'black fruit', 'dark fruit', 'blueberry', 'black cherry', 'bramble', 'black plum', 'mulberry', 'ripe blackberry', 'jam', 'black olive', 'blackcurrant jam', 'blackberry jam', 'boysenberry', 'berry jam', 'bilberry', 'black raspberry'], 'Earth': ['leather', 'smoke', 'earthy', 'pencil shavings', 'graphite', 'forest floor', 'minerals', 'mushroom', 'cocoa', 'tobacco leaf', 'game', 'honey', 'cured meat', 'salt', 'stone', 'balsamic', 'iron', 'charcoal', 'pencil lead', 'flint', 'ash', 'tar', 'slate', 'beef broth', 'saline', 'beeswax', 'barbecue meat', 'underbrush', 'ginger', 'chalk', 'rubber', 'dried leaves', 'grilled meat', 'tree bark', 'potting soil'], 'Spices': ['pepper', 'mint', 'licorice', 'eucalyptus', 'thyme', 'savory', 'menthol', 'cinnamon', 'dried herbs', 'bay leaf', 'sage', 'anise', 'rosemary', 'aniseed', 'juniper berry', 'fennel', 'white pepper', 'star anise', 'green peppercorn', 'juniper', 'green herbs', 'gingerbread'], 'Red Fruit': ['cherry', 'red fruit', 'raspberry', 'strawberry', 'red currant', 'cranberry', 'red cherry', 'sour cherry', 'morello cherry', 'red plum', 'fruit punch', 'roasted tomato'], 'Vegetal': ['bell pepper', 'green bell pepper', 'tomato', 'celery', 'grass', 'tomato leaf', 'red bell pepper', 'gooseberry', 'hay'], 'Floral': ['violet', 'perfume', 'orange blossom', 'chamomile', 'rose hip', 'lilac'], 'Dried Fruit': ['prune', 'fig', 'raisin', 'black raisin', 'dried fruit', 'dried cranberry', 'dried apricot', 'dried blueberry'], 'Non Oak': ['molasses', 'toast', 'almond', 'dried fig', 'biscuit', 'black walnut', 'hazelnut', 'brown sugar', 'nutty', 'roasted almond'], 'Microbio': ['cream', 'cheese', 'banana'], 'Citrus Fruit': ['grapefruit', 'orange zest', 'orange', 'orange peel', 'blood orange'], 'Tree Fruit': ['pear', 'melon', 'peach', 'apple'], 'Tropical Fruit': ['guava']}",https://www.vivino.com/FR/en/kanonkop-cabernet-sauvignon/w/56144?price_id=34588244&year=2018
Griesbauerhof,Cabernet Sauvignon Riserva,Red wine,100% Cabernet Sauvignon,2001,Südtirol - Alto Adige,Italy,"Light - Bold: 64.15979999999999%, Smooth - Tannic: 39.082475%, Dry - Sweet: 8.185567500000003%, Soft - Acidic: 27.270619999999994%",50.6,The taste profile of Griesbauerhof Cabernet Sauvignon Riserva is based on 8 user reviews,"{'Oak': ['cedar', 'clove', 'coffee', 'tobacco', 'baking spice', 'vanilla'], 'Spices': ['pepper', 'mint'], 'Black Fruit': ['blackberry', 'black cherry', 'bramble'], 'Red Fruit': ['red plum', 'red cherry'], 'Floral': ['violet'], 'Earth': ['cocoa']}",https://www.vivino.com/FR/en/griesbauerhof-cabernet-sauvignon-riserva/w/2666148?price_id=29896664&year=2001
Cafaggio,Basilica del Cortaccio Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,1998,Basilicata,Italy,"Light - Bold: 75.0905325%, Smooth - Tannic: 43.4039%, Dry - Sweet: 20.093487500000002%, Soft - Acidic: 32.107567499999995%",47.15,The taste profile of Cafaggio Basilica del Cortaccio Cabernet Sauvignon is based on 379 user reviews,"{'Oak': ['oak', 'tobacco', 'vanilla', 'cedar', 'chocolate', 'coffee', 'cigar', 'cola', 'butter', 'mocha', 'clove', 'baking spice', 'dark chocolate'], 'Black Fruit': ['plum', 'blackberry', 'black fruit', 'black cherry', 'dark fruit', 'blackcurrant', 'blueberry', 'cassis', 'bramble'], 'Red Fruit': ['cherry', 'red fruit', 'red cherry', 'cherry cola', 'sour cherry', 'strawberry', 'pomegranate', 'raspberry', 'red plum', 'dried strawberry'], 'Earth': ['leather', 'earthy', 'smoke', 'stone', 'mushroom', 'forest floor', 'pencil lead', 'flint', 'tar', 'minerals', 'dried leaves', 'chalk', 'slate'], 'Spices': ['eucalyptus', 'licorice', 'dried herbs', 'savory', 'oregano', 'pepper', 'thyme', 'menthol', 'star anise', 'cinnamon', 'mint', 'dried rosemary', 'red licorice', 'rosemary'], 'Floral': ['violet', 'perfume', 'orange blossom'], 'Microbio': ['cheese', 'sweaty', 'cream'], 'Vegetal': ['rhubarb', 'grass', 'bell pepper'], 'Non Oak': ['toast', 'dried fig'], 'Dried Fruit': ['prune', 'raisin'], 'Tree Fruit': ['stone fruit'], 'Citrus Fruit': ['lime']}",https://www.vivino.com/FR/en/cafaggio-basilica-del-cortaccio-cabernet-sauvignon/w/2392780?price_id=34249973&year=1998
